json_parsed.adnumber,name,category,description
39243418,"Lenovo V570 15"" Laptop", Laptops,"Lenovo V570 15"" i5 Intel Core Processor 6 GB RAM 500 GB Hard Drive. Im selling my laptop that is in great condition. It has no issues whatsoever. Its running windows 10 but I can reset to windows 7 if you prefer that. Im trying to buy a new laptop so I'm selling this one. If you have any questions feel free to contact me. Thanks"
39243409,"Microsoft Surface Pro 1 (1st gen) 128gb, 4gb, i5", Laptops,"This is a 1st generation Microsoft Surface Pro. It has a 128gb SSD, 4gb RAM, i5 3317u, 1080p touchscreen, and Windows 10 Professional. It works perfectly. Battery holds a charge well. It comes with a keyboard (black), stylus/pen, and 2 power supplies (1 for the office and 1 for home), and a protective case/sleeve. It shows signs of use (minor scratches mostly on the chassis) but hey, it was a very loved gadget. Text only. Cash only."
39243393,New Toshiba Satellite E45W-C4200X for sale, Laptops,"Toshiba Satellite E45W-C4200X Laptop for sale, never been used. I bought this laptop at the beginning of the school year, but there were some minor problems with the hard drive it came with, so I sent it in for repair and kept using my old laptop for school. After 8 months, I am still using my old laptop and right now I need money more than the new laptop. This laptop was purchased new for $500 in August 2015. I have barely used it at all, it recently got a new hard drive through the factory warranty. Great condition, great laptop. I am selling it for $400 or best offer because of the time that I have held on to it. This laptop is just like new."
39243388,Apple Macbook Air (Late 2013), Apple Laptops,"I recently graduated and don't have much need for this anymoreMinimal outside wear and tear from being hauled around college, everything's still running fine. Wiped it and installed a fresh copy of OS X Yosemite. Processor: 1.3 GHz i5Ram: 4gb 1600 MHz DDR3Let me know if you have questions or want pictures.Text preferred"
39243377,Motorola Cable Modem SB6120, Desktop Hardware and Accessories,I\'m selling my cable modem now that I\'ve changed providers.  Save $10 a month or more buy owning your own modem.
39243334,Intel i5-2500k, Desktop Hardware and Accessories,"This i5 second generation i5 2500K is on of the best processors ever made. Even though it is a few generations old, the current computer market still doesn't need any more power than this, at least for gaming. The best part is, if at any time this you start to need more than stock from this CPU, it is easily overclock able to 4.5Ghz or more on all cores.Texts preferred between 7am and 12pm.Specs: Quad-core 3.3GHz, 6M Cache, Intel HD Graphics 3000, 95 watt TDP, Dual-channel DDR3 memory support, socket LGA1155Quad-core processor delivers four-way multicore processing via parallelism resulting in more efficient use of processorEnhanced Intel SpeedStep Technology is an advanced means of enabling very high performance while also delivery power-conservation.6 MB Intel Smart Cache is dynamically shared to each processor core, based on workloadAll Core i5 processors have Intel Turbo Boost Technology"
39243187,Samsung SSD 850 Evo (250 GB), Laptop Hardware and Accessories ,Essentially brand-new solid state drive. Awesome condition! Check out the website for all of the specs:http://www.samsung.com/us/computer/memory-storage/MZ-75E250B/AM
39243174,"Quad core system,6G ram, 1Gb Video. HDD& DVD Burner included", Desktop Hardware and Accessories,Up for sale is a Phenom II x4 3.4Ghz 4 Quad core processor with ECS IC780M-1.0 Motherboard with 6GB 1066 ram. It comes with a Nvidia Geforce 9400GT Pci 1GB DDR2 2PORT VGA Low Profile Video card that only been used for 1 month for web browsing and a Creative Labs SB0570 PCI Sound Blaster Audigy SE Sound Card that has been used the same time frame. 200Gb Hdd and 24x DVD/CD burner Everything is in Excellent working order. The processor can be Overclocked to 3.8Ghz before having to play with voltage to make it stable. (Witch I don't suggest doing) But just My opinion. The fans all work and the processor heat-sink and fan are new out of the box. I Upgraded so Im selling the old to make room for the new. everything is windows 10 64bit Capable and I will include all the Updated drivers so you do not have to go searching. The motherboard has been updated to the latest Firmware and is rock solid...
39243172,Samsung Galaxy Tab 2 7.0 8gb, Android Tablets and Accessories," Samsung Galaxy Tab 2 7.0 8gb,slot for micro sd card,charger,soft protective case that rotates,I bought it and never used it or set it up. No cracks no scratches"
39243044,PLEASE HELP!!!, Printers,"I have a HP Color LaserJet Pro MFP M477. It has a way bad paper jam and there is not enough paper to grab onto to pull it out. In pretty sure that it we could just get the back plastic casing off, we could fix it. I have unscrewed every visible screw and it still doesn't come off. I need someone familiar with these desktop laser printers! Willing to pay for your time of course. Please get to me asap!!!"
39242645,Brand new 8.4 inch Samsung Tab S, Android Tablets and Accessories,"Im selling my 8.4 inch Samsung tablet. Its the S version, 2560 x 1600 resolution, the best of the best. Its the perfect weight and perfect size tablet. I just dont use it. Its barely out of the box, not a single mark, in brand new condition. 399 at Target and in the same condition as new. Comes with the box it came in. Text Steve 801-999-0804 can meet anytime."
39242697,Apple Keyboard, Apple Laptops,Used apple keyboard. Works great. Text only. Cash only. 
39242593,hp desktop tower for 35 dollars a piece, Desktops,"these computers have fresh install of windows 7 they are activated come with a fresh install disc for free and i will through in 1 monitor per each computer asking price is firm i have 3 desktopscomes with all cords has intel Pentium dual core frequences of cpus are 2.4, 3.0 and 3.2hard drive are 160,40 and 20gb there freshly clean new thermal compound and they have 4 dimm slots and 4 sata one has only 2 and their are IDE connectors as well run ddr2 1-2gb ramhave any question or concerns ask me i will respond in a timely manner"
39242564,Hewlett-Packard HP960 Inkjet Printer, Printers,"Selling my hp960 inkjet printer/scanner. works fine, but needs a color cartridge.  Comes with USB and Power cords."
39242626,"Toshiba Satellite 15.6"" Laptop", Laptops,"Great condition, everything works great! Model number is C55D-B5310. Amazon has a used one listed at $325. We have only had it for a year and it has been gently used.
Amd A8 series
4gb of memory
500gb hard drive
Jet black
Comes with original box and charger. Windows 8 is on it but you can upgrade to it for free for a year to Windows 10."
39242512,2GB DDR3 Laptop Ram Memory, Desktop Hardware and Accessories,For Sale is 2gb set of DDR3 Laptop ram.Both modules work perfectly and they are two 1GB modules.If interested text or call. Feel free to leave me a text if I am unable to answer your call and I'll get back to you as soon as I can.Thanks
37661234,"Audio/Video Cable for iPad, iPhone, and iPod", Apple Hardware and Accessories ,Cable compatible with Apple products. Plugs into TV to transmit what is on your iPad to your TV. $10.00 OBO. Cash in hand please.
37661319,Brand New Kaspersky Internet Security Package, Software,"I got this a couple years ago when I purchased my computer, but never ended up using it. Package has never been opened, and comes with packaging still on it. See the picture for details on features."
39242415,27-Inch Apple Thunderbolt Display, Apple Laptops,27-Inch Apple Thunderbolt Display.  This is an amazing computer monitor with no signs of damage.  Come on down to our shop and check it out!
39025849,DELL PowerEdge T110 Server, Desktop Hardware and Accessories,USED DELL PowerEdge T110 server.Text only.
39025827,System x3200 M2 IBM server, Desktop Hardware and Accessories,"USED System x3200 M2 IBM server.  I have two of these, $250 each.Text only."
39025847,iPad 2 white, Apple iPads and Accessories,iPad 2. 32 gb. Great condition. Nice screen protector from zagg. Looks brand new. Text or call.
39025740,"Apple MacBook Air 13"" + Case", Apple Laptops,"This laptop is in perfect condition, no bugs, works flawless. Been in a case it's whole life. 120GB, 2014-2105. Comes with free case, original packaging and charger. I'm selling it because I just got a new job and they bought me a MacBook Pro so I don't need this anymore. Call or text me if you're interested or have any questions: (801) 712-7006"
19016330,Various Computer RAM, Desktop Hardware and Accessories,"I have RAM for sale.  I only have what is listed below.  100% guarantee on all pieces.2 pieces 168 Pin 128 MB 66 MHz SDRAM PNY 64174ESEM4G17T $5 EA.2 pieces HYS64T64000HU-5-A AGO 512MB 240p PC2-3200 CL3 8c 64x8 DDR2-400 2Rx8 1.8V UDIMM RFB, Infineon $51 piece Micron 32MB PC100 100MHz non-ECC Unbuffered CL2 168-Pin DIMM Memory Module Mfr P/N MT4LSDT464AG $5.2 pieces Micron 168 pin 128 MB PC-100 100MHz non-ECC Unbuffered CL2  SDRAM MT16LSDT1664AG-10CB4, $25South Jordan or Salt Lake.  Mark Myers 801-254-6382 / 801-594-2112 (land lines - no texts)."
19124030,"CD, DVD, ZIP Drives, and Zip Disks", Desktop Hardware and Accessories,"I have some CD, CDRW, and Zip drives and other hardware for sale.  They come with a 100% guarantee.1 piece Sony CRX140E/CH2 8x4x32 Internal EIDE CDRW Drive $52 piece Sony Optiarc Black 16X DVD-ROM 48X Internal CD-ROM IDE DVD-ROM Drive Model DDU1615 $51 pieces Mitsumi CRMC FX400 4x IDE Internal CD ROM Drive $53 pieces Iomega 04120800 Internal ZIP 250 Drive Z250ATAPI RMI001039 00 $5I have 3 unopened 3 packs of 100 MB Zip disks, 7 individual 100 MB Zip disks, and 12 250 MB Zip disks.  Make Offer2 piece HP 5069-6734 Media Card Reader 9-in-1 Four Slots + USB  $101 piece TriGem SFD-321B 3.5 inch internal floppy drive $51 piece Mitsuma  model D359M3 3.5 inch internal floppy drive. $5Mark Myers South Jordan or Salt Lake 801-254-6382 / 801-594-2112 (land lines - no texts)"
33985305,D-Link 4-Port USB 2.0 Hub, Desktop Hardware and Accessories,"New 4-port Hub.  This makes four USB ports out of one. South Jordan or Salt Lake. Mark Myers 801-254-6382 / 801-594-2112 (land lines - no texts)The D-Link� 4-Port USB 2.0 Hub (DUB-H4) provides four additional USB 2.0 ports to your PC or Mac, allowing you to connect USB devices such as digital cameras, external hard drives, flash drives, and printers. Providing data rates of up to 480Mbps1, this 4-port hub is the ideal solution for transferring data between your computer and external USB storage devices.Simple plug-and-playDesigned to provide quick and easy access, the DUB-H4 is equipped with four type �A� downstream ports for connecting USB peripherals or other USB hubs. The DUB-H4 does not require any software or complicated installation process. It is a Plug-and-Play device that provides seamless connectivity to both PCs and Macs. You can simply connect the DUB-H4 to your computer and start connecting your USB devices.Backward compatible with USB 1.1The DUB-H4 is backward compatible with USB 1.12 devices, ensuring connectivity between your computer and legacy USB devices. Diagnostic LEDs located on the front of the device provide power state and port status.The D-Link 4-Port USB 2.0 Hub (DUB-H4) is an excellent choice for adding more USB ports to your computer for connecting your existing peripherals as well as adding the latest USB cameras and external storage devices."
34267889,Epson G810A Scanner for XP, Desktop Hardware and Accessories,"Epson Perfection 1240U Model G810A scanner.  This scanner works perfectly.  It scans very sharp clear images.  I can't find a driver for windows 7, so unless you do, you can only use it on XP.  South Jordan or Salt Lake.  Mark Myers 801-254-6382 / 801-594-2112 (land lines - no texts)"
38775047,"Zip Disk and 3.5"" Floppy Data Retrieval", Desktop Hardware and Accessories,"I have a computer with a Zip drive and a 3.5 inch floppy drive.  I will move your data to a USB, CD, or DVD.  I charge $20 per hour($5 minimum) for the service.  Mark Myers 801-254-6382 / 801-594-2112"
39025630,Hisense chromebook, Laptops,"This chromebook is in perfect condition, I forgot the charger at my old house before I moved but the chromebook works."
38787535,"Apple MacBook Air 13"" + Case", Apple Laptops,"This laptop is in perfect condition, no bugs, works flawless. Been in a case it's whole life. 120GB, 2014-2105. Comes with free case, original packaging and charger. I'm selling it because I just got a new job and they bought me a MacBook Pro so I don't need this anymore. Call or text me if you're interested or have any questions: (801) 712-7006"
39025542,Quantum LTO5 Tape Drive HH 1U, Desktop Hardware and Accessories,I have a brand New Rackmount Quantum LTO - 5 Tape Drive that has 1 tape drive but can accept 2 drives. Text Only Please
39025183,Westinghouse L1916HW Monitor w/DVI cable and power cable, Monitors,Comes with DVI cable and AC power cord. Used and works great.19-inch Westinghouse L1916HW DVI 720pPiano black color19-inch LCD widescreen display 1680 x 1050 native/optimum resolution 16:10 aspect ratio3000:1 dynamic contrast ratio 300 cd/m2 brightness 2 ms (gray to gray) response time16.7 million color capability 170 horizontal viewing angle 160 vertical viewing angle
39025232,New Wireless keyboards W/mouse & USB Wired Keyboards for Sale. Also Desktop speakers , Desktop Hardware and Accessories,We're open to offers :)
39025145,Old Computers And Monitors, Desktops,"I have come across these computers and monitors.  They were used at some IT security  company and have been sitting in my basement for about a year. I have plugged them in and all work fine.  Software I'm sure is all out dated. Some even runing windows vista OS. If you are into projects or need old desktops and monitors...send me a TEXT. Hit me with a price, I'm pretty lenient on it. Im sure I'll even do a bogo free. just take them. 9 computers 6 monitors.  I have all the chords and mice if wanted. "
39024676,Hirschmann Industrial Firewall w/Fiber LC and Copper Connections, Desktop Hardware and Accessories,"Hirschmann industrial firewall with SC Fiber to Gigabit Base T copper connections. Basically if you still have SC Copper connectors and need to convert them to Copper this is your ticket, the top of the line hardware firewall is just a bonus. Text only."
38682590,"Acer 23"" LCD Monitor", Monitors,"Slightly used, in box, comes with power cable.  Text only.Thank you!"
38682655,Motorola Surfboard eXtreme Modem, Desktop Hardware and Accessories,"Motorola Surfboard eXtreme Modem, slightly used, in great shape.Text only.Thank you!"
38682686,Motorola Surboard eXtreme Cable Modem, Desktop Hardware and Accessories,"Motorola Surfboard eXtreme cable modem, slightly used, great shape.Text only please.Thank you!"
39024808,Trade granite for your ipad(s), Apple iPads and Accessories,"Opening a showroom soon and need a couple iPads for our customers... We are a full service granite and cabinet shop... Wanna trade? Nothing fancy needed just good shape, wifi, and would prefer a gen 3 or up...? Trade towards your new kitchen, or just a vanity? Let me know... Thanks 
Scott
801.300.0615"
38682709,Motorola Surfboard eXtreme Cable Modem + Router + wifi /no phone, Desktop Hardware and Accessories,"Motorola Surfboard eXtreme cable modem 6580, slightly used, great shape.Text only please.Thank you!"
39024672,2.7 GHz MacBook Pro Retina with 512 GB SSD, Apple Laptops,"I'm selling my well cared for, 15 inch Apple MacBook Pro Retina. It's an absolute powerhouse. Very clean machine!

Here are the specs:

15"" Retina MacBook Pro 
2.7 GHz i7 (Quad Core)
Year: 2013
Memory: 8 GB Ram
Hard Drive: 500 GB Solid State

This is in excellent condition...looks and runs great. Comes with the original box and charger. 

Please call or text David @ 801-244-2939 anytime with any questions. 
"
38719757,Macbook with USB adapter, Apple Laptops,"Newest version of Macbook. Lightly used Macbook.  Comes with a charger cable, macbook and the USB adapter. Works like New! Super light and easy to carry.Will only accept cash offers.NO SCAMS!"
39024363,"Dell 21.5\"" Widescreen 1080p HD Computer Monitor", Monitors,"This is a Dell ST2220L widescreen monitor. It is 1080p, with HDMI, DVI, VGA, and 2 D-SUB outputs. It is in great shape. I just got a new huge monitor and don\'t need two.

Never had any problems; pretty sure no pixels are out (haven\'t seen any). Comes with power cord, DVI cord.

Cash only. No trades. Located in Bountiful."
38682851,AMH 40 LED Monitor, Desktop Hardware and Accessories,"AMH 40"" Class - 4k Ultra HD Wide Screen LED Monitor.  Slightly used, and in great condition!Text only please.Thank you!"
38683349,"CBC America 42"" LED Monitor", Monitors,"CBC America 42"" LED Monitor 1920X1080.Model No. ZM-L42-2.In box, great condition.Text only please.Thank you!"
39024309,Acer Aspire One Netbook, Laptops,"This Netbook works great. It\'s a couple years old and has a few little dings but overall looks great. It has an upgraded 2gb of Ram, Windows 7 starter, 250gb HDD, 3 USB ports, SD card slot, VGA, Ethernet, HDMI, Aux in and Mic, and a charger. Call or text if interested. Cash or venmo only. Purchase in person. "
39024112,Samsung Galaxy S7 model SMT807T 16gb, Android Tablets and Accessories,Going fast
39023910,Complete computer setup no hard drive, Desktops,This computer does not come up with any hard drives. Computer does come with a chair a monitor keyboard and mouse Intel quad-core processor. GTX 8600 GPU. Intel motherboard 750 watt power supply. desk. The mouse is an expensive gaming mouse. Text stu 801-604-6401
39023861,"Netgear Dual Band Router N600 WNDR3400v2.. Works, can demonstrate.", Desktop Hardware and Accessories,"Tested and working 100% plug and play.Text, or call, but if you call make sure and leave a message if I dont pick up. I will not call back numbers that dont have a message with them.These are 85 bucks on walmart website. Its dual band which amplifies your internet to reach further and stronger."
39023922,"MacBook Air 13"" 128gb", Apple Laptops,"Latest version MacBook Air 13\\\"". Has the i5 processor and 4 gb of ram. Comes with a silicon case that covers top and bottom. Bought this 3 weeks ago and I need the money to move. Call or text anytime. 385-528-5942"
38349182,"Samsung Galaxy Tab 3 Lite &#8209; Wi Fi 8 GB Dark Gray 7""", Android Tablets and Accessories,"Samsung Galaxy Tab 3 Lite &#8209; Wi Fi; 8 GB; Dark Gray; 7"", Original box, barely used outstanding condition.Android 4.2 Jelly Bean OS, 1.2 GHz dual-core processor8 GB Flash Memory, 1 GB RAM MemoryStore photos, videos, music, and more with up to 32GB of memory available through a microSD slot and 50GB of free Dropbox storageCamera: 2MP rear-facing"
38639854,iPad Pro Apple brand Back case (cover), Apple Hardware and Accessories ,"iPad Pro silicone back only cover. In as new condition.  This is the Apple brand version $80 retail plus tax from apple in Charcoal Gray.  I tried it but don't use it now, so I am selling it.  Call or text.  Text preferred. Cash only.  Firm on price.This is only the back cover as shown. This is for the largest iPad Pro."
39023410,Ipad mini 32 GB, Apple iPads and Accessories,this is a like new Ipad mini with a Retina display and 32 GB of memory. it is a silver/ white ipad and is in the original box from the factory. please contact me with any questions.
38523424,asus netbook laptop linux, Laptops,this is a asus netbook in good working condition. the laptop is currently running a linux operating system because the windows sticker was worn enough that parts of the license key where un readable. the laptop is currently functioning well in the linux operating system.
38523475,HP touch smart all in one, Desktops,"this is an HP touch smart touch screen computer. the computer has a 250 gb hard drive and an amd processor. the computer also has a keyboard, mouse and media controller that came with the computer. if you have other questions regarding the computer please contact me."
38523733,high performance Gaming Computer, Desktops,"this is my custom Gaming computer build. i started building this computer a couple years ago to run Flight simulator programs and some games such as counter strike and the arma series. the computer has been updated with a Nvidia GTX 770 ti from gigabite. and has a intel i7 4770 processor. below you will see a list of the parts included in the computer. the computer is in great working order and the only reason i am selling it is because i have been thinking about starting a new computer build. below you will see a detailed list of the major components in the computer, if you have any questions please contact me.processor:    intel i7 4770 processor at 3.9 Ghz Graphics card:   Nvidia Gigabite windforce 3x Gtx 770 ti 6gb vram.motherboard: Asus Z87k capable of crossfire. and 4x32 Gb of ramRam: 2x 8 GB of Gddr3 (16 GB)windows 7 home 64 bit oem license ( free windows 10 upgrade) i have upgraded the windows 7 license to windows 10.hard drive: 1 TB 7200 rpm drive2 optical drivespower supply: corsair 800 wattonboard pcie wireless internet cardthis computer would make a great beginner to advanced gaming computer. computer performs great on most games and the graphics card can be overclocked to allow better performance for more graphics card intensive games. ( monitors in pictures not included, but i have a HP lcd monitor i can include if needed)"
39023182,Rack-Mount Server Bundle, Desktops,"This server is in excellent working condition. Manufactured by Penguin Computing and upgraded to deliver high throughput, processing and storage performance. It kills me to see a server like this just sit in my spare room an never get used.Below are it's specs:- Supermicro X8DTU-F Motherboard - Dual Intel 2.6ghz Hexa-Core X5650 Processors (hyperthreaded)- 24GB DDR3 RAM (6/12 slots filled)- One 1TB WD 7200 RPM SATA Hard Drive - Two 500GB 7200 RPM SATA Hard Drive (in total, a 2TB disk array)- Myricom dual 10Gb/s port Network Card- QLogic IBA7322 QDR Infiniband Network card- Dual 400W redundant power suppliesThe following are optionally included for no additional price:- Windows Home Server 2011 (product key and OEM installation media)- An ICC 2 post, 7ft Server rack with 44 rack mount spaces with a shelf for a monitor or light-weight networking equipment and also a centermount server shelf designed to hold a 1u or a 2u size server.- An ICC 44 port patch panel (as shown mounted at the top of the rack in pictures)- Small HP Monitor- Small HP keyboardI might be interested in trading for a gun safe. Throw me an offer! If you are interested or have any questions, please contact me at 385-204-6708. Thanks!"
39023162,Xerox Phaser 6500 Color Single Function Laser Printer - 705467 - Lightly Used!, Printers,"$204.99 Lowest Price found online. We have one Xerox Phaser 6500 Color Single Function Printer #705467 available. This Xerox Phaser 6500N Color Printer has been Lightly Used! Printer comes in its original box. This Xerox Phaser 6500 Color Printer has been inspected and tested to insure that it is in Good Working condition. See below for more information. Pictures are stock photos from the internet. If you are interested call us first to insure item is still available, or feel free to come down to our store to check us out.**TO SEE MORE OF OUR INVENTORY, CLICK ON THE ""MORE ADS BY SELLER"" LINK BELOW **Our Information:The Liquidation Team64 West Center StreetOrem, UT 84057(801) 226-2200 Hours: M-F 9:00-8:00 Sat 10:00-6:00Web Site: www.liquidationteam.comInformation about this product:Xerox Phaser™ 6500/N Color Single Function Laser Printer#705467Features: Network connectivity through ethernet, 40,000 Pages/Monthly Duty Cycle, 400MHz Processor, 256MB Standard MemoryOverview* Color: up to 24 ppm* Black: up to 24 ppm* Maximum paper size: 8.5 x 14 in.* Print resolution: up to 600 x 600 x 4 dpi* Standard paper capacity: Tray 1: 250 sheets* Maximum paper capacity: 500 sheets* 400 MHz processor* 256 MB memory standard, 768 MB maximum* Windows (including Windows 7) and Mac compatible* Minimum dimensions (w x d x h): 15.9 x 16.75 x 16.4 in. (403.5 x 425.5 x 415.6 mm)* Power requirements: 120 V, 50/60 HzKey Features- Outstanding print quality with a print resolution of up to 600 x 600 x 4 dpi- A smaller footprint means you can locate the Phaser 6500 where it’s most convenient- Toner-only cartridges allow for 80% less waste than comparable color devices using integrated print cartridges- Xerox-exclusive EA Toner uses particles engineered for uniform size and shape, producing superior image detail and line definition, and text that’s sharp and clear- True Adobe® PostScript® 3™ means you can count on consistently precise print jobs with bright, true colors and superior graphicsRJ"
39023155,Very Fast Work or Gaming Desktop, Desktops,Newly Built Custom Computer4.2 Quad Processor Solid State Drive8 GB High-end RamHard DriveWi-FiCable
39022926,Samsonite Classic 13.6 -InchShuttle (Black) - LIGHTLY USED, Apple iPads and Accessories,"Hi, I am selling this lightly used, great iPad Air2 Samsonite carrying case."
39022720,"Hp 17"" Touch laptop", Laptops,"Hp 17"" Touch Laptop w/MS 365 AMD A10 8GB RAM 1 TB HDD Red with Beats audio. Pretty much brand new only used two or three times to surf the net. Still has plastic on it. Comes with lot of extra software. Plus it has a CD burner and drive. Very nice laptop I just don't use it enough to keep it. Cash only no trades. Call or text Ralph 801-574-5056"
39022407,Dell Inspiron 17 5000 series, Laptops,"Has 500gb harddrive, dual core i5 processor, and runs about 2-2.4 ghz and has 4gb ddr. Really nice laptop and still runs so smoothly, I mainly used it for facebook and that was it. Got a new phone and just don't use this much anymore.ATTENTION: Please only text me, expecting a lot of important calls this week for college!"
38223539,"2 laptop bags, 1 hardsided, 1 softsided", Laptop Hardware and Accessories ,"One softsided, one hardsided computer bag. Both for $10. Call or text Mike at (801) 778-0555."
38560568,Xerox phaser 6180 color laser printer., Printers,"This xerox phaser prints great! I'm just closing my business so I can't use it any more. Great for small businesses or large home use. Prints excellent, including card stock. Check my other ads too. Asking 70 obo. Please call or text Mike at 801 778-0555."
38684372,HP 920 ink cartridges, Printers,New HP inkjet 920 ink jet cartridges for color printers. $10 for all 3. Call or text Mike at (801) 778-0555.
39022266,Dell, Desktops,250 Obo comes with a free wireless adapter it is bent but still works it's free if you get the computer will take Xbox stuff and money also comes with keyboard and mouse
39022060,Hp deskjet 1010 printer, Printers,Works great like new. No ink. 20$ OBO text if interested 8017508180
39021927,RipJaw 16gig ram DDR3, Desktop Hardware and Accessories,I have two sticks of RIPJAWS 16 gig DDR3 ram asking $110 apiece or best offer. F3-12800CL9Q-16GBRL
39021895,"Samsung Galaxy tab A 8"" t-mobile 4G LTE", Android Tablets and Accessories,"Perfect condition tablet that can be used with T-Mobile's network. Comes with a case, the original box, charger, and charging cable. Case folds many different ways for convenience."
39021680,Mac Book Air, Apple Laptops,"New Macbook air, good condition, still have warranty. No charger, so selling cheap. For details text 801.471.1457Transaction Only for local pick-up."
39021376,nextbook flexx, Laptops,"next book flexx11 11.6"" screen has minor cracks comes with charger windows 8.1 original box from the store conects to wifi and bluetooth open to trades let me know what you got will send picture if asked my computer wouldnt let me add them"
39021247,Case Logic Laptop Bag Black, Laptop Hardware and Accessories ,This black Case Logic laptop bag can fit up to most 15.6 inch laptops.  It is used but in great condition. text me if you are interested
38773897,Dell Inspiron 15 5000 Series, Laptops,Looking to sell my Inspiron 5000 to buy a Mac. It's in mint conditions. I've only used to a few times. I bought this past Cyber Monday. If you have any other questions or are interested send me to text (801)919-7597!
39020697,MacBook Pro 15-inch 2015, Apple Laptops,2.5GHz Processor 512 GB Storage2.5GHz quad-core Intel Core i7Turbo Boost up to 3.7GHz16GB 1600MHz memory512GB PCIe-based flash storage1Intel Iris Pro GraphicsAMD Radeon R9 M370X with 2GB GDDR5 memoryBuilt-in battery (9 hours)2Force Touch trackpadI am very  careful with my electronics to make sure they look as good on the outside as they run on the inside.Apple released this MacBook pro mid 2015. I purchased this Thule case before I opened the MacBook pro box to make sure that it stayed in the best condition possible. Here's a link to the casehttp://www.amazon.com/Thule-Vectros-MacBook-Retina-3203031/dp/B00R8KBLUSThis laptop runs above and beyond and will only get better with Apple's lates MacBook update coming out this month.The only reason I am selling this MacBook is because I am swapping it out for an iPad pro which is better suited for my daily sales job.-I am of course including the case.-The laptop has geek squad warranty through July of this year-all the accessories and original box will also be included
39020666,Dell XPS027T-707BLK, Desktops,"All-in-One PCIntel i5-4440SQuad-core (4 Core)8Gb Ram DDR31TB storageIntel HD 4600 graphics 27"" touch screen"
39020609,HP Pavilion 15-N047CL, Laptops,"Windows 8 6GB RAM DDR3750GB storageIntel HD graphics 4400Intel i5-4200U, 1.6GHz with turbo boost up to 2.6GHz"
39020535,Lenovo ThinkStation S30, Desktops,Number of Processors Supported: 1Number of Processors Installed: 1Processor Manufacturer: IntelProcessor Type: XeonProcessor Model: E5-1620Processor Core: Quad-core (4 Core)Processor Speed: 3.60 GHzHyper-Threading: YesChipset Manufacturer: Intel4gb RAM DDR3 1TB storage Windows 7 Professional
39020436,Orbo android tablet, Android Tablets and Accessories,Unopened still in box. Android tablet. The rubber cover is pink but comes off. Text 7023082027
39020343,Lenovo ThinkPad Yoga 20C000BAUS, Laptops,"Brand new, only opened the box to take pictures.Windows 8.1Intel Core i5-4200U 1.60GHz4GB DDR3L RAM500GB HDD + 16GB SSHD Storage12.5"" displayPorts:USB1 x USB 3.0 2 x USB 2.0HDMI1 x Mini HDMIDocking ConnectorOnelink Dock PortAudio Ports1 x Headphone/Microphone Combo JackUp to 6 hour(s) of Battery life "
39020174,Lenovo Y50-70, Laptops,"If you�re looking for a laptop that will deliver the ultimate gaming and entertainment experience, look no further. The Lenovo Y50 Touch with UHD display is a portable gaming powerhouse with the added convenience of touch. The UHD Y50 Touch boasts a brilliant, Ultra HD, 10-point multi-touch display, powerful NVIDIA GeForce GTX 860M discrete graphics, JBL designed stereo speakers and premium Dolby Advanced Audio, to make it a gamer�s dream machine. It�s the ideal combination of high performance and touchscreen technology.Specs:15.6� Ultra HD (3840 x 2160) resolution with 10-point multi-touch technologyNVIDIA GeForce GTX 860M Discrete graphics for serious gaming performanceJBL designed stereo speakers and subwoofer with Dolby Advanced Audio for immersive audioIntegrated 720p HD webcam and a dual digital array microphone for crystal clear web chatIntelligent TouchPad, optimized for Windows 8.1 with easy scroll, zoom and rotate functionsHDMI out, two USB 3.0 ports, one USB 2.0 portLenovo Energy Management minimizes power use and protects battery lifeBacklit keyboard for low-light conditionsHighly-regarded AccuType Keyboard for comfortable typing"
39020147,BRAND NEW IN BOX HP 15 Touch smart Notebook PC, Laptops,"This is a BRAND NEW IN BOX-NEVER EVEN OPENED HP Touch smart NotebookHP 15-r137wm (purple)This laptop is currently SOLD OUT everywhere and is very hard to find.4th generation Intel core i3-4005u processor6GB System Memory500GB Hard Drive6144MB DDR3 SDRAMDVD optical driveWindows 8.1Touchscreen-multi touch enabled15.6"" HD LED displayWLANAmazon (used) $398 sold outWalmart (new) $481.82 sold outEBay (new) $469.99 sold outI am asking only $350 (cash only)Call or text Robyn801-941-8412"
39020002,HP Pavilion 15-R017DX TOUCHSCREEN, Laptops,"HP 15-r017dx Touchsmart SpecificationsOperating SystemWindows 8.1ProcessorIntel Core i3-4010U (1.7 GHz, 3 MB L3 cache)Display15.6-inch1366 x 768 pixels (HD)LED-backlit BrightViewCapacitive touchscreenGraphics CardIntel HD Graphics 4400Storage750 GB hard drive (5400 rpm)System Memory4 GB DDR3L SDRAMOptical DriveMultiformat DVD�RW/CD-RAudioHigh-definition AudioInputs & ControlsTouchpad with multitouch gestureKeyboard with numpadInput/Output1 x USB 3.02 x USB 2.01 x combo audio1 x RJ-451 x VGASlotsSecure Digital media readerCommunication802.11b/g/n 1�1 WLAN10/100 base-T Ethernet LANCameraHP TrueVision high-definition webcamPower3-cell Lithium-Ion Polymer 2800 mAh batteryDimensions and WeightWidth: 14.9-inchDepth: 10.2-inchHeight: 1-inchWeight: 5.3 lbsSecurityLock slotColorsBlack licorice (HP finish)"
